Repository,Granularity level,fine-grained commits,CGR type,CGR left,CGR right,CGR traced location,Cause
truth,4,"('daee4d930e5b6e4ecb82a3abf9b9ab5d0736be09', '81a24bf8f962314573e7f040b17d43a483d11862', 'e7f9151a162ce4f16495ad716942836954b10666', 'a7ac0ca5ecebc35e769c80cf6949012221c12d4a')",Add Method Annotation,"core/src/main/java/com/google/common/truth/IterableSubject.java@private containsAnyOf(first E, second E, rest E...) : void",core/src/main/java/com/google/common/truth/IterableSubject.java@@SafeVarargs,"[BlameRes(sha1='5a203731abcfa5649ebf916d59f879c1a284d322', oline='402', file_name='core/src/main/java/com/google/common/truth/IterableSubject.java')]"
truth,4,"('daee4d930e5b6e4ecb82a3abf9b9ab5d0736be09', '81a24bf8f962314573e7f040b17d43a483d11862', 'e7f9151a162ce4f16495ad716942836954b10666', 'a7ac0ca5ecebc35e769c80cf6949012221c12d4a')",Add Method Modifier,"core/src/main/java/com/google/common/truth/IterableSubject.java@private containsAnyOf(first E, second E, rest E...) : void","core/src/main/java/com/google/common/truth/IterableSubject.java@public containsAnyOf(first E, second E, rest E...) : void","[BlameRes(sha1='5a203731abcfa5649ebf916d59f879c1a284d322', oline='402', file_name='core/src/main/java/com/google/common/truth/IterableSubject.java')]"
truth,4,"('daee4d930e5b6e4ecb82a3abf9b9ab5d0736be09', '81a24bf8f962314573e7f040b17d43a483d11862', 'e7f9151a162ce4f16495ad716942836954b10666', 'a7ac0ca5ecebc35e769c80cf6949012221c12d4a')",Add Method Annotation,"core/src/main/java/com/google/common/truth/IterableSubject.java@private containsNoneOf(first E, second E, rest E...) : void",core/src/main/java/com/google/common/truth/IterableSubject.java@@SafeVarargs,"[BlameRes(sha1='5a203731abcfa5649ebf916d59f879c1a284d322', oline='412', file_name='core/src/main/java/com/google/common/truth/IterableSubject.java')]"
truth,4,"('daee4d930e5b6e4ecb82a3abf9b9ab5d0736be09', '81a24bf8f962314573e7f040b17d43a483d11862', 'e7f9151a162ce4f16495ad716942836954b10666', 'a7ac0ca5ecebc35e769c80cf6949012221c12d4a')",Add Method Modifier,"core/src/main/java/com/google/common/truth/IterableSubject.java@private containsNoneOf(first E, second E, rest E...) : void","core/src/main/java/com/google/common/truth/IterableSubject.java@public containsNoneOf(firstExcluded E, secondExcluded E, restOfExcluded E...) : void","[BlameRes(sha1='5a203731abcfa5649ebf916d59f879c1a284d322', oline='412', file_name='core/src/main/java/com/google/common/truth/IterableSubject.java')]"
truth,4,"('774c2e99431c0e529fe249f23468acf5df35fd44', '2a6c48a4b962dd43b446e5c51f8fccad867046c2', '210c8724ffcd69434e8ff73124e06986b0d7bf86', '942cd47c3de10678f2d39e37440bb015ec77b245')",Rename Method,"extensions/proto/src/main/java/com/google/common/truth/extensions/proto/FieldScopeImpl.java@package includesField(context Context, cache Cache<M>) : boolean","extensions/proto/src/main/java/com/google/common/truth/extensions/proto/FieldScopeImpl.java@package matchesFieldPath(context Context, cache Cache) : boolean","[BlameRes(sha1='3f18d33027466eab6d7c3bcbaabf1b7b6f794b8e', oline='186', file_name='extensions/proto/src/main/java/com/google/common/truth/extensions/proto/FieldScopeImpl.java')]"
truth,4,"('774c2e99431c0e529fe249f23468acf5df35fd44', '2a6c48a4b962dd43b446e5c51f8fccad867046c2', '210c8724ffcd69434e8ff73124e06986b0d7bf86', '942cd47c3de10678f2d39e37440bb015ec77b245')",Rename Method,extensions/proto/src/main/java/com/google/common/truth/extensions/proto/FieldScopeImpl.java@package none() : FieldScope<M>,extensions/proto/src/main/java/com/google/common/truth/extensions/proto/FieldScopeImpl.java@package all() : FieldScope,"[BlameRes(sha1='3f18d33027466eab6d7c3bcbaabf1b7b6f794b8e', oline='174', file_name='extensions/proto/src/main/java/com/google/common/truth/extensions/proto/FieldScopeImpl.java')]"
truth,4,"('774c2e99431c0e529fe249f23468acf5df35fd44', '2a6c48a4b962dd43b446e5c51f8fccad867046c2', '210c8724ffcd69434e8ff73124e06986b0d7bf86', '942cd47c3de10678f2d39e37440bb015ec77b245')",Encapsulate Attribute,extensions/proto/src/main/java/com/google/common/truth/extensions/proto/FieldScopeImpl.java@private NONE : FieldScope<Message>,extensions/proto/src/main/java/com/google/common/truth/extensions/proto/FieldScopeImpl.java@private NONE : FieldScope,"[BlameRes(sha1='3f18d33027466eab6d7c3bcbaabf1b7b6f794b8e', oline='161', file_name='extensions/proto/src/main/java/com/google/common/truth/extensions/proto/FieldScopeImpl.java')]"
truth,4,"('2bd02174abba9a5084171981675923640dc89c8b', '25f3d73e5c79725178548a9751244839845e7375', '031ac4777780a73a95a8eccf8d887b6997138c73', '631cd572c799b097bbb865fed40bd2c03a792dca')",Extract Method,core/src/test/java/com/google/common/truth/ThrowableSubjectTest.java@public hasMessage_failure() : void,core/src/test/java/com/google/common/truth/ThrowableSubjectTest.java@public hasMessageThat() : void,"[BlameRes(sha1='7b28c1d5c62acad597dabc5d51cdd9bd8ea4da4e', oline='23', file_name='core/src/test/java/com/google/common/truth/ThrowableTest.java')]"
truth,4,"('2af6077212d6519dd96855d0619776a224612d40', 'f1875d5976077ae5960264b5d74f202bf05b19c7', '99ecc79348216bf8e2d80b7974ca9a69a7e759df', '0bdb5825a9eaf23e738b64bb3e8fbd10bfd8260f')",Move Attribute,core/src/main/java/com/google/common/truth/IteratingVerb.java@private failureStrategy : FailureStrategy,core/src/test/java/com/google/common/truth/gwt/Inventory.java@package failureStrategy : FailureStrategy,"[BlameRes(sha1='179839d6b65e3878893f59afbfed25792306a264', oline='33', file_name='core/src/main/java/org/truth0/IteratingVerb.java')]"
truth,4,"('2af6077212d6519dd96855d0619776a224612d40', 'f1875d5976077ae5960264b5d74f202bf05b19c7', '99ecc79348216bf8e2d80b7974ca9a69a7e759df', '0bdb5825a9eaf23e738b64bb3e8fbd10bfd8260f')",Change Attribute Access Modifier,core/src/main/java/com/google/common/truth/IteratingVerb.java@private failureStrategy : FailureStrategy,core/src/test/java/com/google/common/truth/gwt/Inventory.java@package failureStrategy : FailureStrategy,"[BlameRes(sha1='179839d6b65e3878893f59afbfed25792306a264', oline='33', file_name='core/src/main/java/org/truth0/IteratingVerb.java')]"
truth,4,"('2af6077212d6519dd96855d0619776a224612d40', 'f1875d5976077ae5960264b5d74f202bf05b19c7', '99ecc79348216bf8e2d80b7974ca9a69a7e759df', '0bdb5825a9eaf23e738b64bb3e8fbd10bfd8260f')",Remove Attribute Modifier,core/src/main/java/com/google/common/truth/IteratingVerb.java@private failureStrategy : FailureStrategy,core/src/test/java/com/google/common/truth/gwt/Inventory.java@package failureStrategy : FailureStrategy,"[BlameRes(sha1='179839d6b65e3878893f59afbfed25792306a264', oline='33', file_name='core/src/main/java/org/truth0/IteratingVerb.java')]"
truth,5,"('32f142a6656455295b0b05ebdbf86d4617d71f30', '72da59af72b0d92d59c6a2569fcc7b765c7f4fb4', '313961780760ab407ac749b31d395405da960294', '8dd8897397f040ae9294323315598a811e1f2261', '8e9342acd63594292af18d37ef5c15c7b786e7c0')",Inline Variable,extensions/proto/src/main/java/com/google/common/truth/extensions/proto/ProtoTruthMessageDifferencer.java@typeRegistry : TypeRegistry,"extensions/proto/src/main/java/com/google/common/truth/extensions/proto/ProtoTruthMessageDifferencer.java@private diffAnyMessages(actual Message, expected Message, config FluentEqualityConfig) : DiffResult","[BlameRes(sha1='5553e3b71dc9cbc95103c3b9400a574537c1c6bd', oline='202', file_name='extensions/proto/src/main/java/com/google/common/truth/extensions/proto/ProtoTruthMessageDifferencer.java')]"
truth,5,"('32f142a6656455295b0b05ebdbf86d4617d71f30', '72da59af72b0d92d59c6a2569fcc7b765c7f4fb4', '313961780760ab407ac749b31d395405da960294', '8dd8897397f040ae9294323315598a811e1f2261', '8e9342acd63594292af18d37ef5c15c7b786e7c0')",Inline Variable,extensions/proto/src/main/java/com/google/common/truth/extensions/proto/ProtoTruthMessageDifferencer.java@extensionRegistry : ExtensionRegistry,"extensions/proto/src/main/java/com/google/common/truth/extensions/proto/ProtoTruthMessageDifferencer.java@private diffAnyMessages(actual Message, expected Message, config FluentEqualityConfig) : DiffResult","[BlameRes(sha1='b9dfc81eb5ad015c48467c3850bfe38a20d94da4', oline='203', file_name='extensions/proto/src/main/java/com/google/common/truth/extensions/proto/ProtoTruthMessageDifferencer.java')]"
truth,5,"('32f142a6656455295b0b05ebdbf86d4617d71f30', '72da59af72b0d92d59c6a2569fcc7b765c7f4fb4', '313961780760ab407ac749b31d395405da960294', '8dd8897397f040ae9294323315598a811e1f2261', '8e9342acd63594292af18d37ef5c15c7b786e7c0')",Change Method Access Modifier,"extensions/proto/src/main/java/com/google/common/truth/extensions/proto/ProtoTruthMessageDifferencer.java@private unpackAny(any Message, typeRegistry TypeRegistry, extensionRegistry ExtensionRegistry) : Optional<Message>","extensions/proto/src/main/java/com/google/common/truth/extensions/proto/AnyUtils.java@package unpack(any Message, typeRegistry TypeRegistry, extensionRegistry ExtensionRegistry) : Optional<Message>","[BlameRes(sha1='b9dfc81eb5ad015c48467c3850bfe38a20d94da4', oline='250', file_name='extensions/proto/src/main/java/com/google/common/truth/extensions/proto/ProtoTruthMessageDifferencer.java')]"
truth,5,"('32f142a6656455295b0b05ebdbf86d4617d71f30', '72da59af72b0d92d59c6a2569fcc7b765c7f4fb4', '313961780760ab407ac749b31d395405da960294', '8dd8897397f040ae9294323315598a811e1f2261', '8e9342acd63594292af18d37ef5c15c7b786e7c0')",Move And Rename Method,"extensions/proto/src/main/java/com/google/common/truth/extensions/proto/ProtoTruthMessageDifferencer.java@private unpackAny(any Message, typeRegistry TypeRegistry, extensionRegistry ExtensionRegistry) : Optional<Message>","extensions/proto/src/main/java/com/google/common/truth/extensions/proto/AnyUtils.java@package unpack(any Message, typeRegistry TypeRegistry, extensionRegistry ExtensionRegistry) : Optional<Message>","[BlameRes(sha1='b9dfc81eb5ad015c48467c3850bfe38a20d94da4', oline='250', file_name='extensions/proto/src/main/java/com/google/common/truth/extensions/proto/ProtoTruthMessageDifferencer.java')]"
truth,5,"('ed308efadb707ba169b45677916d38d88c4127ea', 'b47844bd7d061d7065b299475aa68f52f69d9a39', '8b7ff85e58078d7d88ba419b71d69811e36a4cc6', '76667e37be4ab986316a2af37a16aeee824ffd65', '388cae6694c6e45d8c7027b0992de89dacad9bd8')",Add Parameter Annotation,core/src/main/java/com/google/common/truth/ComparisonFailureWithFields.java@cause : Throwable,core/src/main/java/com/google/common/truth/ComparisonFailureWithFields.java@@Nullable,"[BlameRes(sha1='d36d556347bc1adcfca332a46bf811e9fc4d2792', oline='7', file_name='core/src/main/java/com/google/common/truth/ComparisonFailureWithFields.java')]"
truth,5,"('ed308efadb707ba169b45677916d38d88c4127ea', 'b47844bd7d061d7065b299475aa68f52f69d9a39', '8b7ff85e58078d7d88ba419b71d69811e36a4cc6', '76667e37be4ab986316a2af37a16aeee824ffd65', '388cae6694c6e45d8c7027b0992de89dacad9bd8')",Change Method Access Modifier,"core/src/main/java/com/google/common/truth/ComparisonFailureWithFields.java@package ComparisonFailureWithFields(message String, expected String, actual String, cause Throwable)","core/src/main/java/com/google/common/truth/ComparisonFailureWithFields.java@private ComparisonFailureWithFields(messages ImmutableList<String>, fields ImmutableList<Field>, expected String, actual String, cause Throwable)","[BlameRes(sha1='d36d556347bc1adcfca332a46bf811e9fc4d2792', oline='7', file_name='core/src/main/java/com/google/common/truth/ComparisonFailureWithFields.java')]"
truth,5,"('f2d0bfa3d09f30611731b4cd52ea040493e6cad5', '8a36296db9d6e88b3bdc0d6a7a00b233071ce46e', '5a2eb6a654650c831346180136d3f753051dcb33', 'c6341449e5c6cf0eed53c007c30171fa40b9084f', '509cdc11060a018a030a98caa8b1000a1b6d16d0')",Extract And Move Method,core/src/main/java/com/google/common/truth/ObjectArraySubject.java@public asList() : IterableSubject,"extensions/proto/src/main/java/com/google/common/truth/extensions/proto/ProtoTruthDelegatedVerb.java@public that(map Multimap<K,M>) : MultimapWithProtoValuesSubject<?,K,M,Multimap<K,M>>","[BlameRes(sha1='f2286ff5385cabc14ccbe12818e98116f9285fc8', oline='82', file_name='core/src/main/java/com/google/common/truth/ObjectArraySubject.java')]"
truth,5,"('f2d0bfa3d09f30611731b4cd52ea040493e6cad5', '8a36296db9d6e88b3bdc0d6a7a00b233071ce46e', '5a2eb6a654650c831346180136d3f753051dcb33', 'c6341449e5c6cf0eed53c007c30171fa40b9084f', '509cdc11060a018a030a98caa8b1000a1b6d16d0')",Extract And Move Method,core/src/main/java/com/google/common/truth/PrimitiveBooleanArraySubject.java@public asList() : IterableSubject,"extensions/proto/src/main/java/com/google/common/truth/extensions/proto/ProtoTruthDelegatedVerb.java@public that(map Multimap<K,M>) : MultimapWithProtoValuesSubject<?,K,M,Multimap<K,M>>","[BlameRes(sha1='f2286ff5385cabc14ccbe12818e98116f9285fc8', oline='55', file_name='core/src/main/java/com/google/common/truth/PrimitiveBooleanArraySubject.java')]"
truth,5,"('f2d0bfa3d09f30611731b4cd52ea040493e6cad5', '8a36296db9d6e88b3bdc0d6a7a00b233071ce46e', '5a2eb6a654650c831346180136d3f753051dcb33', 'c6341449e5c6cf0eed53c007c30171fa40b9084f', '509cdc11060a018a030a98caa8b1000a1b6d16d0')",Extract And Move Method,core/src/main/java/com/google/common/truth/PrimitiveByteArraySubject.java@public asList() : IterableSubject,"extensions/proto/src/main/java/com/google/common/truth/extensions/proto/ProtoTruthDelegatedVerb.java@public that(map Multimap<K,M>) : MultimapWithProtoValuesSubject<?,K,M,Multimap<K,M>>","[BlameRes(sha1='f2286ff5385cabc14ccbe12818e98116f9285fc8', oline='55', file_name='core/src/main/java/com/google/common/truth/PrimitiveByteArraySubject.java')]"
truth,5,"('f2d0bfa3d09f30611731b4cd52ea040493e6cad5', '8a36296db9d6e88b3bdc0d6a7a00b233071ce46e', '5a2eb6a654650c831346180136d3f753051dcb33', 'c6341449e5c6cf0eed53c007c30171fa40b9084f', '509cdc11060a018a030a98caa8b1000a1b6d16d0')",Extract And Move Method,core/src/main/java/com/google/common/truth/PrimitiveCharArraySubject.java@public asList() : IterableSubject,"extensions/proto/src/main/java/com/google/common/truth/extensions/proto/ProtoTruthDelegatedVerb.java@public that(map Multimap<K,M>) : MultimapWithProtoValuesSubject<?,K,M,Multimap<K,M>>","[BlameRes(sha1='f2286ff5385cabc14ccbe12818e98116f9285fc8', oline='55', file_name='core/src/main/java/com/google/common/truth/PrimitiveCharArraySubject.java')]"
truth,5,"('f2d0bfa3d09f30611731b4cd52ea040493e6cad5', '8a36296db9d6e88b3bdc0d6a7a00b233071ce46e', '5a2eb6a654650c831346180136d3f753051dcb33', 'c6341449e5c6cf0eed53c007c30171fa40b9084f', '509cdc11060a018a030a98caa8b1000a1b6d16d0')",Extract And Move Method,core/src/main/java/com/google/common/truth/PrimitiveIntArraySubject.java@public asList() : IterableSubject,"extensions/proto/src/main/java/com/google/common/truth/extensions/proto/ProtoTruthDelegatedVerb.java@public that(map Multimap<K,M>) : MultimapWithProtoValuesSubject<?,K,M,Multimap<K,M>>","[BlameRes(sha1='f2286ff5385cabc14ccbe12818e98116f9285fc8', oline='55', file_name='core/src/main/java/com/google/common/truth/PrimitiveIntArraySubject.java')]"
truth,5,"('f2d0bfa3d09f30611731b4cd52ea040493e6cad5', '8a36296db9d6e88b3bdc0d6a7a00b233071ce46e', '5a2eb6a654650c831346180136d3f753051dcb33', 'c6341449e5c6cf0eed53c007c30171fa40b9084f', '509cdc11060a018a030a98caa8b1000a1b6d16d0')",Extract And Move Method,core/src/main/java/com/google/common/truth/PrimitiveLongArraySubject.java@public asList() : IterableSubject,"extensions/proto/src/main/java/com/google/common/truth/extensions/proto/ProtoTruthDelegatedVerb.java@public that(map Multimap<K,M>) : MultimapWithProtoValuesSubject<?,K,M,Multimap<K,M>>","[BlameRes(sha1='f2286ff5385cabc14ccbe12818e98116f9285fc8', oline='55', file_name='core/src/main/java/com/google/common/truth/PrimitiveLongArraySubject.java')]"
truth,5,"('f2d0bfa3d09f30611731b4cd52ea040493e6cad5', '8a36296db9d6e88b3bdc0d6a7a00b233071ce46e', '5a2eb6a654650c831346180136d3f753051dcb33', 'c6341449e5c6cf0eed53c007c30171fa40b9084f', '509cdc11060a018a030a98caa8b1000a1b6d16d0')",Extract And Move Method,core/src/main/java/com/google/common/truth/PrimitiveShortArraySubject.java@public asList() : IterableSubject,"extensions/proto/src/main/java/com/google/common/truth/extensions/proto/ProtoTruthDelegatedVerb.java@public that(map Multimap<K,M>) : MultimapWithProtoValuesSubject<?,K,M,Multimap<K,M>>","[BlameRes(sha1='f2286ff5385cabc14ccbe12818e98116f9285fc8', oline='55', file_name='core/src/main/java/com/google/common/truth/PrimitiveShortArraySubject.java')]"
truth,5,"('aa2601576b6c1d15c8b551c0255da03cac21d14d', '9635f6edf2f1fc97e58eb20f6a9eb32a59c657a8', '368d57a41553e5233f20984295cb085139cf021a', 'f5b459801c50aaf0ddbeaf762a82a47d27fd1e2a', 'e9689f9a1d3b6ae15189ab7a5ca1a29ae81264b7')",Rename Class,core/src/main/java/com/google/common/truth/IterableSubject.java@com.google.common.truth.IterableSubject.AllOfInOrder,core/src/main/java/com/google/common/truth/IterableSubject.java@com.google.common.truth.IterableSubject.NotInOrder,"[BlameRes(sha1='dc0c1aa743fd7237db8b4b28a274c0bde399f27e', oline='200', file_name='core/src/main/java/com/google/common/truth/IterableSubject.java')]"
truth,5,"('aa2601576b6c1d15c8b551c0255da03cac21d14d', '9635f6edf2f1fc97e58eb20f6a9eb32a59c657a8', '368d57a41553e5233f20984295cb085139cf021a', 'f5b459801c50aaf0ddbeaf762a82a47d27fd1e2a', 'e9689f9a1d3b6ae15189ab7a5ca1a29ae81264b7')",Rename Method,core/src/test/java/com/google/common/truth/IterableTest.java@private validateHackedFailure(ordered Ordered) : void,core/src/test/java/com/google/common/truth/IterableTest.java@public iterableHasExactlyInOrderWithOneShotIterableWrongOrder() : void,"[BlameRes(sha1='908779fd0dad06496a8119177bee12921eaf86e3', oline='457', file_name='core/src/test/java/com/google/common/truth/IterableTest.java')]"
truth,5,"('aa2601576b6c1d15c8b551c0255da03cac21d14d', '9635f6edf2f1fc97e58eb20f6a9eb32a59c657a8', '368d57a41553e5233f20984295cb085139cf021a', 'f5b459801c50aaf0ddbeaf762a82a47d27fd1e2a', 'e9689f9a1d3b6ae15189ab7a5ca1a29ae81264b7')",Remove Parameter,core/src/test/java/com/google/common/truth/IterableTest.java@ordered : Ordered,core/src/test/java/com/google/common/truth/IterableTest.java@public iterableHasExactlyInOrderWithOneShotIterableWrongOrder() : void,"[BlameRes(sha1='908779fd0dad06496a8119177bee12921eaf86e3', oline='457', file_name='core/src/test/java/com/google/common/truth/IterableTest.java')]"
truth,5,"('aa2601576b6c1d15c8b551c0255da03cac21d14d', '9635f6edf2f1fc97e58eb20f6a9eb32a59c657a8', '368d57a41553e5233f20984295cb085139cf021a', 'f5b459801c50aaf0ddbeaf762a82a47d27fd1e2a', 'e9689f9a1d3b6ae15189ab7a5ca1a29ae81264b7')",Add Method Annotation,core/src/test/java/com/google/common/truth/IterableTest.java@private validateHackedFailure(ordered Ordered) : void,core/src/test/java/com/google/common/truth/IterableTest.java@@Test,"[BlameRes(sha1='908779fd0dad06496a8119177bee12921eaf86e3', oline='457', file_name='core/src/test/java/com/google/common/truth/IterableTest.java')]"
truth,5,"('aa2601576b6c1d15c8b551c0255da03cac21d14d', '9635f6edf2f1fc97e58eb20f6a9eb32a59c657a8', '368d57a41553e5233f20984295cb085139cf021a', 'f5b459801c50aaf0ddbeaf762a82a47d27fd1e2a', 'e9689f9a1d3b6ae15189ab7a5ca1a29ae81264b7')",Change Method Access Modifier,core/src/test/java/com/google/common/truth/IterableTest.java@private validateHackedFailure(ordered Ordered) : void,core/src/test/java/com/google/common/truth/IterableTest.java@public iterableHasExactlyInOrderWithOneShotIterableWrongOrder() : void,"[BlameRes(sha1='908779fd0dad06496a8119177bee12921eaf86e3', oline='457', file_name='core/src/test/java/com/google/common/truth/IterableTest.java')]"
truth,5,"('ad1ab373bb2b23376a850a40893910256cc31bc4', '4553a53b1010c497736170939bfb58e5e0e9954e', '96d762b4b5917dbd515d00303cbfa516d3fdee26', '55da14b563b96c970daf4ce312f59fd5b9baa307', '0e14e8133e8ca16dac19799f506762737f18f3af')",Move Method,core/src/main/java/com/google/common/truth/Expect.java@public hashCode() : int,core/src/main/java/com/google/common/truth/MapSubject.java@public hashCode() : int,"[BlameRes(sha1='c5c9e9f1e01d64de63bdc0469c14cdadf2131566', oline='109', file_name='core/src/main/java/com/google/common/truth/Expect.java')]"
truth,5,"('3357709b9d8dd0e8ae1de6635d388902de7e80dd', 'b99c7ad82ff6f5abc9d2360e49e3c452f0d40ca7', 'bb6846705d2aca2cb42c0d0e2ce0c8c0aa6aef03', '173eca7a02e7f120c1ecffc9b3c69997395d5c09', 'dde7e150bb2dd63240a6fdb7f0d084991e599d92')",Move And Rename Class,core/src/main/java/com/google/common/truth/FailureContext.java@com.google.common.truth.FailureContext,core/src/main/java/com/google/common/truth/FailureMetadata.java@com.google.common.truth.FailureMetadata.Message,"[BlameRes(sha1='e01f4d6667a7e566fd82dd14a8507ff4cda825d2', oline='7', file_name='core/src/main/java/com/google/common/truth/FailureContext.java')]"
truth,5,"('3357709b9d8dd0e8ae1de6635d388902de7e80dd', 'b99c7ad82ff6f5abc9d2360e49e3c452f0d40ca7', 'bb6846705d2aca2cb42c0d0e2ce0c8c0aa6aef03', '173eca7a02e7f120c1ecffc9b3c69997395d5c09', 'dde7e150bb2dd63240a6fdb7f0d084991e599d92')",Change Class Access Modifier,core/src/main/java/com/google/common/truth/FailureContext.java@com.google.common.truth.FailureContext,core/src/main/java/com/google/common/truth/FailureMetadata.java@com.google.common.truth.FailureMetadata.Message,"[BlameRes(sha1='e01f4d6667a7e566fd82dd14a8507ff4cda825d2', oline='7', file_name='core/src/main/java/com/google/common/truth/FailureContext.java')]"
truth,5,"('3357709b9d8dd0e8ae1de6635d388902de7e80dd', 'b99c7ad82ff6f5abc9d2360e49e3c452f0d40ca7', 'bb6846705d2aca2cb42c0d0e2ce0c8c0aa6aef03', '173eca7a02e7f120c1ecffc9b3c69997395d5c09', 'dde7e150bb2dd63240a6fdb7f0d084991e599d92')",Add Class Modifier,core/src/main/java/com/google/common/truth/FailureContext.java@com.google.common.truth.FailureContext,core/src/main/java/com/google/common/truth/FailureMetadata.java@com.google.common.truth.FailureMetadata.Message,"[BlameRes(sha1='e01f4d6667a7e566fd82dd14a8507ff4cda825d2', oline='7', file_name='core/src/main/java/com/google/common/truth/FailureContext.java')]"
truth,5,"('3357709b9d8dd0e8ae1de6635d388902de7e80dd', 'b99c7ad82ff6f5abc9d2360e49e3c452f0d40ca7', 'bb6846705d2aca2cb42c0d0e2ce0c8c0aa6aef03', '173eca7a02e7f120c1ecffc9b3c69997395d5c09', 'dde7e150bb2dd63240a6fdb7f0d084991e599d92')",Add Class Modifier,core/src/main/java/com/google/common/truth/FailureContext.java@com.google.common.truth.FailureContext,core/src/main/java/com/google/common/truth/FailureMetadata.java@com.google.common.truth.FailureMetadata.Message,"[BlameRes(sha1='e01f4d6667a7e566fd82dd14a8507ff4cda825d2', oline='7', file_name='core/src/main/java/com/google/common/truth/FailureContext.java')]"
truth,5,"('3357709b9d8dd0e8ae1de6635d388902de7e80dd', 'b99c7ad82ff6f5abc9d2360e49e3c452f0d40ca7', 'bb6846705d2aca2cb42c0d0e2ce0c8c0aa6aef03', '173eca7a02e7f120c1ecffc9b3c69997395d5c09', 'dde7e150bb2dd63240a6fdb7f0d084991e599d92')",Remove Class Annotation,core/src/main/java/com/google/common/truth/FailureContext.java@@Deprecated,core/src/main/java/com/google/common/truth/FailureMetadata.java@com.google.common.truth.FailureMetadata.Message,"[BlameRes(sha1='e01f4d6667a7e566fd82dd14a8507ff4cda825d2', oline='7', file_name='core/src/main/java/com/google/common/truth/FailureContext.java')]"
truth,5,"('3357709b9d8dd0e8ae1de6635d388902de7e80dd', 'b99c7ad82ff6f5abc9d2360e49e3c452f0d40ca7', 'bb6846705d2aca2cb42c0d0e2ce0c8c0aa6aef03', '173eca7a02e7f120c1ecffc9b3c69997395d5c09', 'dde7e150bb2dd63240a6fdb7f0d084991e599d92')",Rename Method,core/src/main/java/com/google/common/truth/FailureContext.java@protected getFailureMessage() : String,core/src/main/java/com/google/common/truth/FailureMetadata.java@public toString() : String,"[BlameRes(sha1='47fcc3ac6ec5fb87bcb51054dd1dc21055b1d5c8', oline='20', file_name='core/src/main/java/com/google/common/truth/FailureContext.java')]"
truth,5,"('3357709b9d8dd0e8ae1de6635d388902de7e80dd', 'b99c7ad82ff6f5abc9d2360e49e3c452f0d40ca7', 'bb6846705d2aca2cb42c0d0e2ce0c8c0aa6aef03', '173eca7a02e7f120c1ecffc9b3c69997395d5c09', 'dde7e150bb2dd63240a6fdb7f0d084991e599d92')",Change Method Access Modifier,"core/src/main/java/com/google/common/truth/FailureContext.java@public FailureContext(format String, args Object...)","core/src/main/java/com/google/common/truth/FailureMetadata.java@package Message(format String, args Object...)","[BlameRes(sha1='47fcc3ac6ec5fb87bcb51054dd1dc21055b1d5c8', oline='13', file_name='core/src/main/java/com/google/common/truth/FailureContext.java')]"
truth,5,"('3357709b9d8dd0e8ae1de6635d388902de7e80dd', 'b99c7ad82ff6f5abc9d2360e49e3c452f0d40ca7', 'bb6846705d2aca2cb42c0d0e2ce0c8c0aa6aef03', '173eca7a02e7f120c1ecffc9b3c69997395d5c09', 'dde7e150bb2dd63240a6fdb7f0d084991e599d92')",Add Method Annotation,core/src/main/java/com/google/common/truth/FailureContext.java@protected getFailureMessage() : String,core/src/main/java/com/google/common/truth/FailureMetadata.java@@Override,"[BlameRes(sha1='47fcc3ac6ec5fb87bcb51054dd1dc21055b1d5c8', oline='20', file_name='core/src/main/java/com/google/common/truth/FailureContext.java')]"
truth,5,"('3357709b9d8dd0e8ae1de6635d388902de7e80dd', 'b99c7ad82ff6f5abc9d2360e49e3c452f0d40ca7', 'bb6846705d2aca2cb42c0d0e2ce0c8c0aa6aef03', '173eca7a02e7f120c1ecffc9b3c69997395d5c09', 'dde7e150bb2dd63240a6fdb7f0d084991e599d92')",Remove Method Annotation,core/src/main/java/com/google/common/truth/FailureContext.java@@Nullable,core/src/main/java/com/google/common/truth/FailureMetadata.java@public toString() : String,"[BlameRes(sha1='47fcc3ac6ec5fb87bcb51054dd1dc21055b1d5c8', oline='20', file_name='core/src/main/java/com/google/common/truth/FailureContext.java')]"
truth,5,"('3357709b9d8dd0e8ae1de6635d388902de7e80dd', 'b99c7ad82ff6f5abc9d2360e49e3c452f0d40ca7', 'bb6846705d2aca2cb42c0d0e2ce0c8c0aa6aef03', '173eca7a02e7f120c1ecffc9b3c69997395d5c09', 'dde7e150bb2dd63240a6fdb7f0d084991e599d92')",Change Method Access Modifier,core/src/main/java/com/google/common/truth/FailureContext.java@protected getFailureMessage() : String,core/src/main/java/com/google/common/truth/FailureMetadata.java@public toString() : String,"[BlameRes(sha1='47fcc3ac6ec5fb87bcb51054dd1dc21055b1d5c8', oline='20', file_name='core/src/main/java/com/google/common/truth/FailureContext.java')]"
