Repository,Granularity level,fine-grained commits,CGR type,CGR left,CGR right,CGR traced location,Cause
cascading,2,"('c46e3bde7578119e4c09b76da1bc371f59ceb66f', 'd73098bb0b72a2a1acd5cd6cec4cdca18d5fbfc6')",Add Parameter,"cascading-core/src/test/java/cascading/flow/stream/TestSourceStage.java@public receive(previous Duct, value Void) : void",cascading-core/src/test/java/cascading/flow/stream/TestSourceStage.java@ordinal : int,"[BlameRes(sha1='6113e6883a013d3d1020e3cea1d497687b5a050e', oline='17', file_name='src/test/cascading/flow/stream/TestSourceStage.java')]",
cascading,2,"('c46e3bde7578119e4c09b76da1bc371f59ceb66f', 'd73098bb0b72a2a1acd5cd6cec4cdca18d5fbfc6')",Parameterize Variable,cascading-hadoop/src/main/shared-mr1/cascading/flow/hadoop/stream/element/HadoopCoGroupGate.java@ordinal : Integer,cascading-hadoop/src/main/shared-mr1/cascading/flow/hadoop/stream/element/HadoopCoGroupGate.java@ordinal : int,"[BlameRes(sha1='6e6010029e03d234b5e7b02af66b8ab71cd1a449', oline='44', file_name='cascading-hadoop/src/main/shared-mr1/cascading/flow/hadoop/stream/HadoopCoGroupGate.java')]",
cascading,2,"('c46e3bde7578119e4c09b76da1bc371f59ceb66f', 'd73098bb0b72a2a1acd5cd6cec4cdca18d5fbfc6')",Change Variable Type,cascading-hadoop/src/main/shared-mr1/cascading/flow/hadoop/stream/element/HadoopCoGroupGate.java@ordinal : Integer,cascading-hadoop/src/main/shared-mr1/cascading/flow/hadoop/stream/element/HadoopCoGroupGate.java@ordinal : int,"[BlameRes(sha1='6e6010029e03d234b5e7b02af66b8ab71cd1a449', oline='44', file_name='cascading-hadoop/src/main/shared-mr1/cascading/flow/hadoop/stream/HadoopCoGroupGate.java')]",
cascading,2,"('c46e3bde7578119e4c09b76da1bc371f59ceb66f', 'd73098bb0b72a2a1acd5cd6cec4cdca18d5fbfc6')",Add Parameter,"cascading-hadoop/src/main/shared-mr1/cascading/flow/hadoop/stream/element/HadoopGroupByGate.java@protected wrapGroupingAndCollect(previous Duct, valuesTuple Tuple, groupKey Tuple) : void",cascading-hadoop/src/main/shared-mr1/cascading/flow/hadoop/stream/element/HadoopGroupByGate.java@ordinal : int,"[BlameRes(sha1='6e6010029e03d234b5e7b02af66b8ab71cd1a449', oline='37', file_name='cascading-hadoop/src/main/shared-mr1/cascading/flow/hadoop/stream/HadoopGroupByGate.java')]",
cascading,2,"('c46e3bde7578119e4c09b76da1bc371f59ceb66f', 'd73098bb0b72a2a1acd5cd6cec4cdca18d5fbfc6')",Change Variable Type,cascading-hadoop/src/main/shared/cascading/flow/hadoop/stream/HadoopGroupGate.java@pos : Integer,cascading-hadoop/src/main/shared/cascading/flow/hadoop/stream/HadoopGroupGate.java@ordinal : int,"[BlameRes(sha1='58d506454fe9f6b121d65a5f861f517716398431', oline='70', file_name='cascading-hadoop/src/main/shared/cascading/flow/hadoop/stream/HadoopGroupGate.java')]",
cascading,2,"('c46e3bde7578119e4c09b76da1bc371f59ceb66f', 'd73098bb0b72a2a1acd5cd6cec4cdca18d5fbfc6')",Parameterize Variable,cascading-hadoop/src/main/shared/cascading/flow/hadoop/stream/HadoopGroupGate.java@pos : Integer,cascading-hadoop/src/main/shared/cascading/flow/hadoop/stream/HadoopGroupGate.java@ordinal : int,"[BlameRes(sha1='58d506454fe9f6b121d65a5f861f517716398431', oline='70', file_name='cascading-hadoop/src/main/shared/cascading/flow/hadoop/stream/HadoopGroupGate.java')]",
cascading,2,"('c46e3bde7578119e4c09b76da1bc371f59ceb66f', 'd73098bb0b72a2a1acd5cd6cec4cdca18d5fbfc6')",Add Parameter,"cascading-hadoop2-tez/src/main/java/cascading/flow/tez/stream/element/TezBoundaryStage.java@public receive(previous Duct, incomingEntry TupleEntry) : void",cascading-hadoop2-tez/src/main/java/cascading/flow/tez/stream/element/TezBoundaryStage.java@ordinal : int,"[BlameRes(sha1='750f19ae2342bd5feec5378d83bff1ee37e56f5f', oline='103', file_name='cascading-hadoop2-tez/src/main/java/cascading/flow/tez/stream/element/TezBoundaryStage.java')]",
cascading,2,"('c46e3bde7578119e4c09b76da1bc371f59ceb66f', 'd73098bb0b72a2a1acd5cd6cec4cdca18d5fbfc6')",Add Parameter,"cascading-hadoop2-tez/src/main/java/cascading/flow/tez/stream/element/TezGroupGate.java@protected wrapGroupingAndCollect(previous Duct, valuesTuple Tuple, groupKey Tuple) : void",cascading-hadoop2-tez/src/main/java/cascading/flow/tez/stream/element/TezGroupGate.java@ordinal : int,"[BlameRes(sha1='58d506454fe9f6b121d65a5f861f517716398431', oline='100', file_name='cascading-hadoop2-tez/src/main/java/cascading/flow/tez/stream/element/TezGroupGate.java')]",
cascading,2,"('c46e3bde7578119e4c09b76da1bc371f59ceb66f', 'd73098bb0b72a2a1acd5cd6cec4cdca18d5fbfc6')",Extract Variable,cascading-hadoop2-tez/src/main/java/cascading/flow/tez/stream/element/TezMergeGate.java@,cascading-hadoop2-tez/src/main/java/cascading/flow/tez/stream/element/TezMergeGate.java@inputs : Set<LogicalInput>,"[BlameRes(sha1='bd1358e884953e93ebd700b73b1ed528424442f8', oline='58', file_name='cascading-hadoop2-tez/src/main/java/cascading/flow/tez/stream/element/TezMergeGate.java')]",
cascading,2,"('c46e3bde7578119e4c09b76da1bc371f59ceb66f', 'd73098bb0b72a2a1acd5cd6cec4cdca18d5fbfc6')",Add Parameter,"cascading-hadoop2-tez/src/main/java/cascading/flow/tez/stream/element/TezMergeGate.java@public receive(previous Duct, incomingEntry TupleEntry) : void",cascading-hadoop2-tez/src/main/java/cascading/flow/tez/stream/element/TezMergeGate.java@ordinal : int,"[BlameRes(sha1='750f19ae2342bd5feec5378d83bff1ee37e56f5f', oline='106', file_name='cascading-hadoop2-tez/src/main/java/cascading/flow/tez/stream/element/TezMergeGate.java')]",
cascading,2,"('c46e3bde7578119e4c09b76da1bc371f59ceb66f', 'd73098bb0b72a2a1acd5cd6cec4cdca18d5fbfc6')",Add Parameter,"cascading-local/src/main/java/cascading/flow/local/stream/duct/ParallelFork.java@public ReceiveMessage(previous Duct, tuple TupleEntry)",cascading-local/src/main/java/cascading/flow/local/stream/duct/ParallelFork.java@ordinal : int,"[BlameRes(sha1='5be1cf07fac31eeb8c6343ac9534a06983d62ce2', oline='65', file_name='cascading-local/src/main/java/cascading/flow/local/stream/duct/ParallelFork.java')]",
cascading,2,"('c46e3bde7578119e4c09b76da1bc371f59ceb66f', 'd73098bb0b72a2a1acd5cd6cec4cdca18d5fbfc6')",Inline Variable,cascading-local/src/main/java/cascading/flow/local/stream/duct/ParallelFork.java@future : Future<Throwable>,cascading-local/src/main/java/cascading/flow/local/stream/duct/ParallelFork.java@,"[BlameRes(sha1='5be1cf07fac31eeb8c6343ac9534a06983d62ce2', oline='193', file_name='cascading-local/src/main/java/cascading/flow/local/stream/duct/ParallelFork.java')]",
cascading,2,"('c46e3bde7578119e4c09b76da1bc371f59ceb66f', 'd73098bb0b72a2a1acd5cd6cec4cdca18d5fbfc6')",Add Parameter,"cascading-local/src/main/java/cascading/flow/local/stream/duct/ParallelFork.java@public receive(previous Duct, incoming TupleEntry) : void",cascading-local/src/main/java/cascading/flow/local/stream/duct/ParallelFork.java@ordinal : int,"[BlameRes(sha1='5be1cf07fac31eeb8c6343ac9534a06983d62ce2', oline='208', file_name='cascading-local/src/main/java/cascading/flow/local/stream/duct/ParallelFork.java')]",
cascading,2,"('c46e3bde7578119e4c09b76da1bc371f59ceb66f', 'd73098bb0b72a2a1acd5cd6cec4cdca18d5fbfc6')",Add Parameter,"cascading-local/src/main/java/cascading/flow/local/stream/element/LocalGroupByGate.java@public receive(previous Duct, incomingEntry TupleEntry) : void",cascading-local/src/main/java/cascading/flow/local/stream/element/LocalGroupByGate.java@ordinal : int,"[BlameRes(sha1='6113e6883a013d3d1020e3cea1d497687b5a050e', oline='43', file_name='src/local/cascading/flow/local/LocalGroupByGate.java')]",
cascading,2,"('c46e3bde7578119e4c09b76da1bc371f59ceb66f', 'd73098bb0b72a2a1acd5cd6cec4cdca18d5fbfc6')",Add Parameter,"cascading-local/src/main/java/cascading/flow/local/stream/element/SyncMergeStage.java@public receive(previous Duct, tupleEntry TupleEntry) : void",cascading-local/src/main/java/cascading/flow/local/stream/element/SyncMergeStage.java@ordinal : int,"[BlameRes(sha1='ae0a3b3074018c0a4c77315ddc638b37c7214795', oline='15', file_name='src/local/cascading/flow/stream/SyncMergeStage.java')]",
cascading,2,"('c46e3bde7578119e4c09b76da1bc371f59ceb66f', 'd73098bb0b72a2a1acd5cd6cec4cdca18d5fbfc6')",Rename Variable,cascading-platform/src/test/java/cascading/JoinFieldedPipesPlatformTest.java@sourceLower : Tap,cascading-platform/src/test/java/cascading/JoinFieldedPipesPlatformTest.java@sourceLhs : Tap,"[BlameRes(sha1='a8b5a9fe6a032ad856f9ba828f9458dd703e1933', oline='239', file_name='src/test/cascading/JoinFieldedPipesPlatformTest.java')]",
cascading,2,"('c46e3bde7578119e4c09b76da1bc371f59ceb66f', 'd73098bb0b72a2a1acd5cd6cec4cdca18d5fbfc6')",Rename Variable,cascading-platform/src/test/java/cascading/JoinFieldedPipesPlatformTest.java@sourceUpper : Tap,cascading-platform/src/test/java/cascading/JoinFieldedPipesPlatformTest.java@sourceRhs : Tap,"[BlameRes(sha1='a8b5a9fe6a032ad856f9ba828f9458dd703e1933', oline='240', file_name='src/test/cascading/JoinFieldedPipesPlatformTest.java')]",
cascading,2,"('c46e3bde7578119e4c09b76da1bc371f59ceb66f', 'd73098bb0b72a2a1acd5cd6cec4cdca18d5fbfc6')",Change Variable Type,cascading-core/src/main/java/cascading/flow/stream/element/GroupingSpliceGate.java@groupingSpliceGate : GroupingSpliceGate,cascading-core/src/main/java/cascading/flow/stream/element/SpliceGate.java@that : SpliceGate,"[BlameRes(sha1='4f30a72d31f7c9d7bd2bfd06daa9c1f32a228575', oline='347', file_name='cascading-core/src/main/java/cascading/flow/stream/GroupingSpliceGate.java')]",
cascading,2,"('c46e3bde7578119e4c09b76da1bc371f59ceb66f', 'd73098bb0b72a2a1acd5cd6cec4cdca18d5fbfc6')",Rename Variable,cascading-core/src/main/java/cascading/flow/stream/element/GroupingSpliceGate.java@groupingSpliceGate : GroupingSpliceGate,cascading-core/src/main/java/cascading/flow/stream/element/SpliceGate.java@that : SpliceGate,"[BlameRes(sha1='4f30a72d31f7c9d7bd2bfd06daa9c1f32a228575', oline='347', file_name='cascading-core/src/main/java/cascading/flow/stream/GroupingSpliceGate.java')]",
cascading,2,"('c46e3bde7578119e4c09b76da1bc371f59ceb66f', 'd73098bb0b72a2a1acd5cd6cec4cdca18d5fbfc6')",Pull Up Method,cascading-core/src/main/java/cascading/flow/stream/element/GroupingSpliceGate.java@public equals(object Object) : boolean,cascading-core/src/main/java/cascading/flow/stream/element/SpliceGate.java@public equals(object Object) : boolean,"[BlameRes(sha1='4f30a72d31f7c9d7bd2bfd06daa9c1f32a228575', oline='339', file_name='cascading-core/src/main/java/cascading/flow/stream/GroupingSpliceGate.java')]",
cascading,2,"('c46e3bde7578119e4c09b76da1bc371f59ceb66f', 'd73098bb0b72a2a1acd5cd6cec4cdca18d5fbfc6')",Pull Up Method,cascading-core/src/main/java/cascading/flow/stream/element/GroupingSpliceGate.java@public hashCode() : int,cascading-core/src/main/java/cascading/flow/stream/element/SpliceGate.java@public hashCode() : int,"[BlameRes(sha1='4f30a72d31f7c9d7bd2bfd06daa9c1f32a228575', oline='355', file_name='cascading-core/src/main/java/cascading/flow/stream/GroupingSpliceGate.java')]",
cascading,2,"('c46e3bde7578119e4c09b76da1bc371f59ceb66f', 'd73098bb0b72a2a1acd5cd6cec4cdca18d5fbfc6')",Pull Up Method,cascading-core/src/main/java/cascading/flow/stream/element/GroupingSpliceGate.java@public toString() : String,cascading-core/src/main/java/cascading/flow/stream/element/SpliceGate.java@public toString() : String,"[BlameRes(sha1='4f30a72d31f7c9d7bd2bfd06daa9c1f32a228575', oline='361', file_name='cascading-core/src/main/java/cascading/flow/stream/GroupingSpliceGate.java')]",
cascading,2,"('c46e3bde7578119e4c09b76da1bc371f59ceb66f', 'd73098bb0b72a2a1acd5cd6cec4cdca18d5fbfc6')",Add Parameter,"cascading-hadoop/src/main/shared/cascading/flow/hadoop/stream/HadoopGroupGate.java@protected abstract wrapGroupingAndCollect(previous Duct, valuesTuple Tuple, groupKey Tuple) : void",cascading-hadoop/src/main/shared/cascading/flow/hadoop/stream/HadoopGroupGate.java@ordinal : int,"[BlameRes(sha1='6e6010029e03d234b5e7b02af66b8ab71cd1a449', oline='124', file_name='cascading-hadoop/src/main/shared/cascading/flow/hadoop/stream/HadoopGroupGate.java')]",
cascading,2,"('467e5f95fbe8bd71b3642ae02c66fd8f35a00544', '32ef1ba4b4db364982c46ac8e65e9169a2ce3ca4')",Add Parameter,"cascading-core/src/main/java/cascading/flow/planner/FlowPlanner.java@private makeTempTap(graph FlowElementGraph, pipe Pipe) : Tap",cascading-core/src/main/java/cascading/flow/planner/FlowPlanner.java@defaultDecoratorClassName : String,"[BlameRes(sha1='5527356f9ce5ae00d67155371450526cbeb6e00b', oline='450', file_name='cascading-core/src/main/java/cascading/flow/planner/FlowPlanner.java')]",
cascading,2,"('467e5f95fbe8bd71b3642ae02c66fd8f35a00544', '32ef1ba4b4db364982c46ac8e65e9169a2ce3ca4')",Split Variable,cascading-core/src/main/java/cascading/flow/planner/FlowPlanner.java@decoratorClass : String,cascading-core/src/main/java/cascading/flow/planner/FlowPlanner.java@decoratorClassProp : String,"[BlameRes(sha1='0e737f527e25bc81ffe4c680bb5e4e5bd511fa6f', oline='581', file_name='cascading-core/src/main/java/cascading/flow/planner/FlowPlanner.java')]",
cascading,2,"('467e5f95fbe8bd71b3642ae02c66fd8f35a00544', '32ef1ba4b4db364982c46ac8e65e9169a2ce3ca4')",Add Parameter,"cascading-core/src/main/java/cascading/flow/planner/FlowPlanner.java@private decorateTap(pipe Pipe, tempTap Tap, decoratorClass String) : Tap",cascading-core/src/main/java/cascading/flow/planner/FlowPlanner.java@decoratorClassProp : String,"[BlameRes(sha1='0e737f527e25bc81ffe4c680bb5e4e5bd511fa6f', oline='581', file_name='cascading-core/src/main/java/cascading/flow/planner/FlowPlanner.java')]",
cascading,2,"('467e5f95fbe8bd71b3642ae02c66fd8f35a00544', '32ef1ba4b4db364982c46ac8e65e9169a2ce3ca4')",Add Parameter,"cascading-core/src/main/java/cascading/flow/planner/FlowPlanner.java@private decorateTap(pipe Pipe, tempTap Tap, decoratorClass String) : Tap",cascading-core/src/main/java/cascading/flow/planner/FlowPlanner.java@defaultDecoratorClassName : String,"[BlameRes(sha1='0e737f527e25bc81ffe4c680bb5e4e5bd511fa6f', oline='581', file_name='cascading-core/src/main/java/cascading/flow/planner/FlowPlanner.java')]",
cascading,2,"('467e5f95fbe8bd71b3642ae02c66fd8f35a00544', '32ef1ba4b4db364982c46ac8e65e9169a2ce3ca4')",Remove Parameter,cascading-core/src/main/java/cascading/flow/planner/FlowPlanner.java@decoratorClass : String,"cascading-core/src/main/java/cascading/flow/planner/FlowPlanner.java@private decorateTap(pipe Pipe, tempTap Tap, decoratorClassProp String, defaultDecoratorClassName String) : Tap","[BlameRes(sha1='0e737f527e25bc81ffe4c680bb5e4e5bd511fa6f', oline='581', file_name='cascading-core/src/main/java/cascading/flow/planner/FlowPlanner.java')]",
cascading,2,"('467e5f95fbe8bd71b3642ae02c66fd8f35a00544', '32ef1ba4b4db364982c46ac8e65e9169a2ce3ca4')",Change Variable Type,"cascading-hadoop/src/test/shared/cascading/tap/hadoop/HadoopTapPlatformTest.java@properties : Map<Object,Object>",cascading-hadoop/src/test/shared/cascading/tap/hadoop/HadoopTapPlatformTest.java@properties : Properties,"[BlameRes(sha1='41218a04bc6759ca57298db1e4698e65e358ac67', oline='508', file_name='src/test/cascading/tap/hadoop/HadoopTapPlatformTest.java')]",
cascading,2,"('c70170319f30c70296f076634261586b0bdc5cbe', 'e24bdb9fa4df43770d8baa573fd8340d905df4ac')",Add Attribute Modifier,cascading-core/src/main/java/cascading/flow/BaseFlow.java@protected stop : boolean,cascading-core/src/main/java/cascading/flow/BaseFlow.java@protected stop : boolean,"[BlameRes(sha1='e41f897097c35619e8cfd2bd604100bea28c52b8', oline='74', file_name='src/core/cascading/flow/BaseFlow.java')]",
cascading,2,"('c70170319f30c70296f076634261586b0bdc5cbe', 'e24bdb9fa4df43770d8baa573fd8340d905df4ac')",Encapsulate Attribute,cascading-core/src/main/java/cascading/flow/BaseFlow.java@protected flowElementGraph : FlowElementGraph,cascading-core/src/main/java/cascading/flow/BaseFlow.java@protected flowElementGraph : FlowElementGraph,"[BlameRes(sha1='e9db63ca3246e49d8d39521e71239bb24cfe492a', oline='90', file_name='cascading-core/src/main/java/cascading/flow/BaseFlow.java')]",
cascading,2,"('c70170319f30c70296f076634261586b0bdc5cbe', 'e24bdb9fa4df43770d8baa573fd8340d905df4ac')",Change Attribute Access Modifier,cascading-core/src/main/java/cascading/flow/BaseFlow.java@private throwable : Throwable,cascading-core/src/main/java/cascading/flow/BaseFlow.java@protected throwable : Throwable,"[BlameRes(sha1='e41f897097c35619e8cfd2bd604100bea28c52b8', oline='73', file_name='src/core/cascading/flow/BaseFlow.java')]",
cascading,2,"('c70170319f30c70296f076634261586b0bdc5cbe', 'e24bdb9fa4df43770d8baa573fd8340d905df4ac')",Extract Method,cascading-core/src/main/java/cascading/flow/BaseFlow.java@private run() : void,cascading-core/src/main/java/cascading/flow/BaseFlow.java@protected spawnSteps() : boolean,"[BlameRes(sha1='e41f897097c35619e8cfd2bd604100bea28c52b8', oline='880', file_name='src/core/cascading/flow/BaseFlow.java')]",
cascading,2,"('c70170319f30c70296f076634261586b0bdc5cbe', 'e24bdb9fa4df43770d8baa573fd8340d905df4ac')",Extract Method,cascading-core/src/main/java/cascading/flow/BaseFlow.java@private spawnJobs(numThreads int) : List<Future<Throwable>>,cascading-core/src/main/java/cascading/flow/BaseFlow.java@protected getJobMapCallables() : List<Callable<Throwable>>,"[BlameRes(sha1='e41f897097c35619e8cfd2bd604100bea28c52b8', oline='964', file_name='src/core/cascading/flow/BaseFlow.java')]",
cascading,2,"('c70170319f30c70296f076634261586b0bdc5cbe', 'e24bdb9fa4df43770d8baa573fd8340d905df4ac')",Extract Method,cascading-core/src/main/java/cascading/flow/BaseFlow.java@protected initializeNewJobsMap() : void,"cascading-core/src/main/java/cascading/flow/BaseFlow.java@package updateJobsMap(flowStepGraph FlowStepGraph, jobsMap Map<String,FlowStepJob<Config>>) : Map<String,FlowStepJob<Config>>","[BlameRes(sha1='e41f897097c35619e8cfd2bd604100bea28c52b8', oline='993', file_name='src/core/cascading/flow/BaseFlow.java')]",
cascading,2,"('c70170319f30c70296f076634261586b0bdc5cbe', 'e24bdb9fa4df43770d8baa573fd8340d905df4ac')",Rename Variable,cascading-core/src/main/java/cascading/flow/BaseFlow.java@topoIterator : Iterator<FlowStep>,cascading-core/src/main/java/cascading/flow/BaseFlow.java@iterator : Iterator<FlowStep>,"[BlameRes(sha1='193f3836bd0b66dea3d6770a24dc10012e5908e3', oline='1137', file_name='cascading-core/src/main/java/cascading/flow/BaseFlow.java')]",
cascading,2,"('c70170319f30c70296f076634261586b0bdc5cbe', 'e24bdb9fa4df43770d8baa573fd8340d905df4ac')",Change Method Access Modifier,cascading-core/src/main/java/cascading/flow/BaseFlow.java@package getFlowElementGraph() : FlowElementGraph,cascading-core/src/main/java/cascading/flow/BaseFlow.java@protected getFlowElementGraph() : FlowElementGraph,"[BlameRes(sha1='bd51926e3f161dfe2045113bcfbb7f23f55b1dc2', oline='385', file_name='cascading-core/src/main/java/cascading/flow/BaseFlow.java')]",
cascading,2,"('c70170319f30c70296f076634261586b0bdc5cbe', 'e24bdb9fa4df43770d8baa573fd8340d905df4ac')",Change Method Access Modifier,cascading-core/src/main/java/cascading/flow/BaseFlow.java@package getFlowStepGraph() : FlowStepGraph,cascading-core/src/main/java/cascading/flow/BaseFlow.java@protected getFlowStepGraph() : FlowStepGraph,"[BlameRes(sha1='e41f897097c35619e8cfd2bd604100bea28c52b8', oline='263', file_name='src/core/cascading/flow/BaseFlow.java')]",
cascading,2,"('c70170319f30c70296f076634261586b0bdc5cbe', 'e24bdb9fa4df43770d8baa573fd8340d905df4ac')",Change Attribute Access Modifier,cascading-core/src/main/java/cascading/flow/planner/BaseFlowStep.java@private elementGraph : ElementGraph,cascading-core/src/main/java/cascading/flow/planner/BaseFlowStep.java@protected elementGraph : ElementGraph,"[BlameRes(sha1='bd088e7494d635d748420f3e4f26f72fefaff219', oline='64', file_name='cascading-core/src/main/java/cascading/flow/planner/BaseFlowStep.java')]",
cascading,2,"('c70170319f30c70296f076634261586b0bdc5cbe', 'e24bdb9fa4df43770d8baa573fd8340d905df4ac')",Remove Attribute Modifier,cascading-core/src/main/java/cascading/flow/planner/BaseFlowStep.java@private elementGraph : ElementGraph,cascading-core/src/main/java/cascading/flow/planner/BaseFlowStep.java@protected elementGraph : ElementGraph,"[BlameRes(sha1='bd088e7494d635d748420f3e4f26f72fefaff219', oline='64', file_name='cascading-core/src/main/java/cascading/flow/planner/BaseFlowStep.java')]",
cascading,2,"('c70170319f30c70296f076634261586b0bdc5cbe', 'e24bdb9fa4df43770d8baa573fd8340d905df4ac')",Change Attribute Access Modifier,cascading-core/src/main/java/cascading/flow/planner/BaseFlowStep.java@private flowNodeGraph : FlowNodeGraph,cascading-core/src/main/java/cascading/flow/planner/BaseFlowStep.java@protected flowNodeGraph : FlowNodeGraph,"[BlameRes(sha1='193f3836bd0b66dea3d6770a24dc10012e5908e3', oline='63', file_name='cascading-core/src/main/java/cascading/flow/planner/BaseFlowStep.java')]",
cascading,2,"('c70170319f30c70296f076634261586b0bdc5cbe', 'e24bdb9fa4df43770d8baa573fd8340d905df4ac')",Add Attribute Modifier,cascading-core/src/main/java/cascading/flow/planner/FlowStepJob.java@private stop : boolean,cascading-core/src/main/java/cascading/flow/planner/FlowStepJob.java@private stop : boolean,"[BlameRes(sha1='ea25b088a62ce9e17051a1e36d944ab70cd5a680', oline='23', file_name='src/core/cascading/flow/FlowStepJob.java')]",
